(15, 8, 9, 7, 0, 0, 11)
(15, 8, 9, 7, 0, 1, 11)
(15, 8, 9, 7, 0, 2, 11)
(15, 8, 9, 7, 0, 3, 11)
(15, 8, 9, 7, 0, 4, 11)
(15, 8, 9, 7, 0, 5, 11)
(15, 8, 9, 7, 0, 6, 11)
(15, 8, 9, 7, 0, 7, 11)
(15, 8, 9, 7, 0, 8, 11)
(15, 8, 9, 7, 0, 9, 11)
(15, 8, 9, 7, 0, 10, 11)
(15, 8, 9, 7, 0, 11, 11)
(15, 8, 9, 7, 0, 12, 11)
(15, 8, 9, 7, 0, 13, 11)
(15, 8, 9, 7, 0, 14, 11)
(15, 8, 9, 7, 0, 15, 11)
(15, 8, 9, 7, 1, 0, 11)
(15, 8, 9, 7, 1, 1, 11)
(15, 8, 9, 7, 1, 2, 11)
(15, 8, 9, 7, 1, 3, 11)
(15, 8, 9, 7, 1, 4, 11)
(15, 8, 9, 7, 1, 5, 11)
(15, 8, 9, 7, 1, 6, 11)
(15, 8, 9, 7, 1, 7, 11)
(15, 8, 9, 7, 1, 8, 11)
(15, 8, 9, 7, 1, 9, 11)
(15, 8, 9, 7, 1, 10, 11)
(15, 8, 9, 7, 1, 11, 11)
(15, 8, 9, 7, 1, 12, 11)
(15, 8, 9, 7, 1, 13, 11)
(15, 8, 9, 7, 1, 14, 11)
(15, 8, 9, 7, 1, 15, 11)
(15, 8, 9, 7, 2, 0, 11)
(15, 8, 9, 7, 2, 1, 11)
(15, 8, 9, 7, 2, 2, 11)
(15, 8, 9, 7, 2, 3, 11)
(15, 8, 9, 7, 2, 4, 11)
(15, 8, 9, 7, 2, 5, 11)
(15, 8, 9, 7, 2, 6, 11)
(15, 8, 9, 7, 2, 7, 11)
(15, 8, 9, 7, 2, 8, 11)
(15, 8, 9, 7, 2, 9, 11)
(15, 8, 9, 7, 2, 10, 11)
(15, 8, 9, 7, 2, 11, 11)
(15, 8, 9, 7, 2, 12, 11)
(15, 8, 9, 7, 2, 13, 11)
(15, 8, 9, 7, 2, 14, 11)
(15, 8, 9, 7, 2, 15, 11)
(15, 8, 9, 7, 3, 0, 11)
(15, 8, 9, 7, 3, 1, 11)
(15, 8, 9, 7, 3, 2, 11)
(15, 8, 9, 7, 3, 3, 11)
(15, 8, 9, 7, 3, 4, 11)
(15, 8, 9, 7, 3, 5, 11)
(15, 8, 9, 7, 3, 6, 11)
(15, 8, 9, 7, 3, 7, 11)
(15, 8, 9, 7, 3, 8, 11)
(15, 8, 9, 7, 3, 9, 11)
(15, 8, 9, 7, 3, 10, 11)
(15, 8, 9, 7, 3, 11, 11)
(15, 8, 9, 7, 3, 12, 11)
(15, 8, 9, 7, 3, 13, 11)
(15, 8, 9, 7, 3, 14, 11)
(15, 8, 9, 7, 3, 15, 11)
(15, 8, 9, 7, 10, 0, 11)
(15, 8, 9, 7, 10, 1, 11)
(15, 8, 9, 7, 10, 2, 11)
(15, 8, 9, 7, 10, 3, 11)
(15, 8, 9, 7, 10, 4, 11)
(15, 8, 9, 7, 10, 5, 11)
(15, 8, 9, 7, 10, 6, 11)
(15, 8, 9, 7, 10, 7, 11)
(15, 8, 9, 7, 10, 8, 11)
(15, 8, 9, 7, 10, 9, 11)
(15, 8, 9, 7, 10, 10, 11)
(15, 8, 9, 7, 10, 11, 11)
(15, 8, 9, 7, 10, 12, 11)
(15, 8, 9, 7, 10, 13, 11)
(15, 8, 9, 7, 10, 14, 11)
(15, 8, 9, 7, 10, 15, 11)
